T2ID,T2create_at,text
1313129772160110000,05/10/20 14:51,Allah yasa
1313115224799670000,05/10/20 13:54,"Allah yasa ayimata adalci, a zatar da hukuncin da ya dace akansa"
1313114911082510000,05/10/20 13:52,Said ariqa bincike kafin
1313080181909790000,05/10/20 11:34,Bayan boko Haram akwai sojojima wadanda basa sonshi
1313033695872330000,05/10/20 08:30,Insha allahu kuwa yafi karfinsu
1312862534316300000,04/10/20 21:09,as how kenan
1312841668819930000,04/10/20 19:46,Masha Allah
1312837188216850000,04/10/20 19:29,Anya kuwa hankali zai dauki wannan
1312745620151700000,04/10/20 13:25,Yana wahala dai
1312712646056120000,04/10/20 11:14,"Innalillahi wa'inna ilaihi raji'un. Ya Allah Ka tsare mana imaninmu, Ka hanemu da sabonKa. Allahumma amin, Ya-Hayyu Ya-Qayyum."
1312708531548820000,04/10/20 10:57,Muwanna be isamanaba abichiku wadada suka kashesu
1312685519621550000,04/10/20 09:26,Subhanalillahi
1312684645343990000,04/10/20 09:23,Innalillahi wa'inna ilaihirraji'un Wai komai Sai ace kano
1312502220915540000,03/10/20 21:18,Allah ya kawo Mana karshen wanna Rashin tsaro da muke fama dashi a kasarmu naija ameen
1312490635430000000,03/10/20 20:32,ALLAH Shi Kara tsarewa shi Kuma kawo zaman lfy da kwanciyar hankali
1312386832391460000,03/10/20 13:39,Allah ya kiyaye nagaba
1312095983451470000,02/10/20 18:23,Karya ne babu wani kudi da kuka fara rabawa. Yaushe kuka bude website din ma balantana muta ne su sam
1312078974378560000,02/10/20 17:16,A banza firauna MA yayi ta wuce
1312058418144910000,02/10/20 15:54,Mu godewa Allah kawai zamuyi amma cigaba ko Sai nan baba???
1312056720642970000,02/10/20 15:47,"Mu Kuma 'yan primary sai yaushe za'a bude Mana,Aminiya ki fadawa gwamnati wallahi mun gaji,idan Kuma"
1312048076224370000,02/10/20 15:13,Ina ga irinta
1312031227277440000,02/10/20 14:06,Na suwa yawe me Dama ai na Nigeria ne
1312019109299790000,02/10/20 13:18,Allah yaba da saa
1311907727661320000,02/10/20 05:55,Kaga yadda akeyi
1311725349718330000,01/10/20 17:51,Alhmdllah alahkulli haleen Gskiya neh yakamata da suduba halilnda Nigeria take
1311706292592020000,01/10/20 16:35,Allah ya kyauta
1311660755905900000,01/10/20 13:34,"Azzalumai Kwai,kuma a haka kuke cewa ansami yancin kai."
1311656902636470000,01/10/20 13:19,Yakamata gwamnati tagyara kurakuranta
1311635684512460000,01/10/20 11:54,"Ban da iya hege mai yasa bai fadi nawa ne mai karancin albashi a can ba,me yasa bai fadi yadda yan ka 1d"
1311635062186710000,01/10/20 11:52,Tab gsky baba akwai matsala
1311631904593110000,01/10/20 11:39,Ai daman ya kamata shugaba buhari yayi murabus
1311625589988660000,01/10/20 11:14,Don ba nigeriya kadai ke fuskantar jarrabawar tattalin Arziki ba...
1311624777916980000,01/10/20 11:11,Sunyi abanza
1311623836245410000,01/10/20 11:07,Allah Ya taimaka
1311459791458500000,01/10/20 00:15,OK babu damuwa zamu kasance daku
1311443502581110000,30/09/20 23:11,Karfe nawa?
1311443446448690000,30/09/20 23:10,Bayanin miye yayi shiru ya barmu haka bama bukan bayanin shi
1311440601641110000,30/09/20 22:59,Ba bayanin daba muji ba
1311432052160550000,30/09/20 22:25,Duk girman Kuwait annada sarki amma Zaria shirune Anya bamagudi achiki.
1311409579973140000,30/09/20 20:56,Saura na zazzau
1311360064125530000,30/09/20 17:39,Hmmm. Allah ya kyauta
1311354765503350000,30/09/20 17:18,Allah data masa yabashi ikon kotanta gaskiya da rikon amana
1311354317178270000,30/09/20 17:16,"Mugode sarauniya saidai albasa batayi halin,ruwa gashikuma shugabannin mu basu yi koyi da kuba"
1311337780753160000,30/09/20 16:11,"Kai allah jikanshi saanan wanda,suka xargeshi in abun kagene suda,allah"
1311336177610390000,30/09/20 16:04,"To shikenan talakan kasarnan yaxamo kaxa,kenan shi bayi da enchi sai yanda,akayi da shikenan,kai allah ka iyamana"
1311308098397780000,30/09/20 14:13,Hmmm Allah ya kyauta
1311234203523210000,30/09/20 09:19,Abun haryakai ga haka
1311021487751610000,29/09/20 19:14,Allah ya kyauta
1310985803821200000,29/09/20 16:52,Subhanalillahi garin yaya kuma?
1310981646871650000,29/09/20 16:35,Innalillahi wa'inna ilaihirraji'un Subhanallah
1310968370574040000,29/09/20 15:43,Allah ya kiyaye
1310965900372300000,29/09/20 15:33,Allah yabayyana ahi
1310944215250200000,29/09/20 14:07,Innalillahi wa'innailaihi Raji'un
1310933363704970000,29/09/20 13:24,Allah Ya Shirye hi
1310913423560050000,29/09/20 12:04,Duniya inazaki damu allah ya kyauta ameen
1310908648831450000,29/09/20 11:45,Dattijon biri kenan
1310904341621030000,29/09/20 11:28,To komai yayi zafi???
1310878824322810000,29/09/20 09:47,Toh ALLAH Shi sauwaka
1310873229767200000,29/09/20 09:25,Hahahahs
1310865707391910000,29/09/20 08:55,Ni aganina shi yakamata yamakasu koto.
1310858421143470000,29/09/20 08:26,Haha najeria kasata yau kuma dokar akan naburaska tasauka ga masu zubar da jinin al umma nan ankasa y
1310852231906890000,29/09/20 08:01,Toh kaji wata sabuwa allah ya kyauta
1310851841010410000,29/09/20 08:00,"Sai naga sune abun kaiwa kara kotu, idan da zai kaisu kara kan bailout da kusan duk sai andauresu."
1310849950587200000,29/09/20 07:52,dama tun chan inasuke basu makashi a court ba
1310848274702780000,29/09/20 07:45,Ai badakalar da akeyi a nijeriya Allah kadai ya san iyakarta sai dai addua kullum gaskiya ake kira a
1310847793691490000,29/09/20 07:44,Allah ya kiyaye
1310707994364200000,28/09/20 22:28,Gwara haka
1310687547572600000,28/09/20 21:07,Yaya dankwambo zai fito dashi
1310655080480340000,28/09/20 18:58,Anyi ram dashi kuce
1310653402687380000,28/09/20 18:51,Duniya kenan
1310610749975340000,28/09/20 16:02,Subahanallah
1310604799054880000,28/09/20 15:38,Allah kawo mana karshen wannar annovar akasar duniya
1310603861888040000,28/09/20 15:34,Subahanallah
1310566314931610000,28/09/20 13:05,C ahmat lawan
1310490285030480000,28/09/20 08:03,Hahahahaha kunji wata sabuwar
1310472235258450000,28/09/20 06:51,Dan Allah kada ku saka Mana ciwon Kaiwasu jaridun sunce an nada sabon sarki wasu Kuma sunce ba'a n
1310464589545560000,28/09/20 06:21,allah yasakawa maigirma gabna da alkhairi
1310449775083480000,28/09/20 05:22,Daga sanda buhari yahau mulki
1310375168137670000,28/09/20 00:26,Mtswww Nigeriar Banza Nigeriar hofi mene Amfaninta inma kasani mtswwww
1310306364061870000,27/09/20 19:52,Allah ga bayinki kasan halin dasuke ciki
1310302719400440000,27/09/20 19:38,Allah sa ba yaudara bace
1310297773376500000,27/09/20 19:18,Yaya Dankwambo
1310291109038390000,27/09/20 18:51,Hmm kuna ruwa
1310290940414880000,27/09/20 18:51,Kai da kuwa anga chanji wallahi
1310281966101680000,27/09/20 18:15,"Amma Gomna El-Eufai yana gani ko kuma yana ji!!! Hmmm, Allah shi kyauta"
1310257220958010000,27/09/20 16:37,Allah yasa da gaske sukeyi suma sauran Allah ya ganar dasu gaskiya
1310254943853480000,27/09/20 16:28,Adai kara maida hankali da kulawa akan yarannan don kada sumana xagon kasa
1310253832845370000,27/09/20 16:23,Gara a Saida jirgin akan saida matatun man fetur
1313434034819780000,06/10/20 11:00,Allah yasa a aiwatar
1313432912788940000,06/10/20 10:56,"To Allah yasa Malaman jihohi su amfani ba kadai na Federal ba, kamar yadda muka gani a minimum wage daya ga"
1313410195675060000,06/10/20 09:26,Shir men banza kenan? yan ta'adda nawa taharam tawa kashe mutanen kasarta
1313371956100700000,06/10/20 06:54,Zaka koma wrestling kenan
1313370731674320000,06/10/20 06:49,Allah sarki shaugabaninmu na arewa mune da mulki mune abaya Kota wane fani ai doli 'yan kudu surenamu ya Allah kakama arewa mafita
1313249430053810000,05/10/20 22:47,Basu da hankali
1313224181165840000,05/10/20 21:06,Hmm Wani mutum ya tambayeni ya Kasa (wato Najeriya)? Sai na ce masa Buhari ya gama Kwaba rabi (wato Arewa)
1313196499011090000,05/10/20 19:16,"Ba a baki bane abun, Mu gani a kasa."
1313191447596810000,05/10/20 18:56,: To Allah ya yatsinemar
1313191293560990000,05/10/20 18:56,Ina fir auna? Yabi duniya ahankali kullum tarihi.
1313187415356590000,05/10/20 18:40,To konji wata sabuwa to allah ya kawo saukin
1313187346397970000,05/10/20 18:40,Katya kuke
1313175402811190000,05/10/20 17:53,"Anya kuwa! Hakan zai yiwu? a bugi mutum, a hanashi kuka."
1313170724182540000,05/10/20 17:34,Ikon Allah kenan da wannan kukasa muka ki zabar Atiku
1313154778382430000,05/10/20 16:31,Yayi kyau
1313140901347230000,05/10/20 15:36,Alhamdulillah dattijon arziki haka mukeso muji daman malaman makaranta suna bukatar Karin kudi
1313132276344130000,05/10/20 15:01,subi a hankali kada yan kidnapping su gano su
1313131818149970000,05/10/20 14:59,Kun gama dasu
1313131012881340000,05/10/20 14:56,To ta kashe mu mana ta huta
1313117636046320000,05/10/20 14:03,Bawai karin bane kawai yanzu kafin gwamnoni su amince su dinga biya shine tashin hankalin
1313110890917650000,05/10/20 13:36,"Gaskiya yin bore baida wani amfani, facema sai tada hankalin Al'umma. Amma dai ya kamata kwamanati ta gano"
1313097120686250000,05/10/20 12:42,"Hmm! Wani Mutum ya tambyeni ya Kasa (wato Najeriya)? sai na ce masa Buhari ya Kwaba rabi (wato Arewa), sauran rabi (wato Kudu)."
1313053031995510000,05/10/20 09:46,YADDA ZAKU HOTO BATARE DA KUNYI KWALLIYA BA KO KOMA KAMAR BALARABIYA TARE DA KOYAN KWALLIYAR ZAMANI AZA HIR
1313052654520730000,05/10/20 09:45,Nigeria kasata wani abun sai kasata Nigeria Allah yafiddamu wanna matsalolin yau wanna gobe wanna Allah Shi kyauta
1313052187283640000,05/10/20 09:43,Kaci uwaka kaida boren
1313044156852450000,05/10/20 09:11,Adakeka a hanaka kuka
1313037461132540000,05/10/20 08:45,"Ita Manchester laifin management natane, Liverpool kuwa daga yan wasanne"
1313037105887620000,05/10/20 08:43,Yasin yanzu muka fara.
1313033241671210000,05/10/20 08:28,Saboda hauka kawai sai gwamnati ta gina makewaye a daji saboda yan sanda tayaya haka zata faru Abun da ko a kasashen Turai babu shi?
1313032232064500000,05/10/20 08:24,gani ga wane ya ishi wane tsoron Allah
1313022573127570000,05/10/20 07:45,Anyi rashin tarbiyya
1312869666092720000,04/10/20 21:38,Allah sarki
1312860497159610000,04/10/20 21:01,To allah ka Kare addinin ka d' karewar ka y'a hayyu y'a kayyum waya zal jalalu wal ikram
1312857592197250000,04/10/20 20:50,To allah y'a kyauta amma d'A ayi abinda talakawa zasuji dadi
1312856579172110000,04/10/20 20:46,Allah y'a kara muku kwarin gyiwa
1312844502013480000,04/10/20 19:58,Pourquoi on a fait a
1312805394885030000,04/10/20 17:22,Shida Allah saboda zai san yanda yayi dashi
1312804244173580000,04/10/20 17:18,Wata ila suna ganin haka shine mafi aala
1312800808967210000,04/10/20 17:04,To yan nigeriya mikukace game da wannan bato dan kune kukasan halinda kuke cikinsa
1312792655730930000,04/10/20 16:32,Allah yayi mai hukunci yadda yayima addinin musulnci kazafi makoran kadai ji staron foshin allah
1312792473324970000,04/10/20 16:31,To Allah ya yatsinemar
1312790098602340000,04/10/20 16:22,"Ton ba,a tahi zabe ba,a"
1312750241603620000,04/10/20 13:43,Allah tabbatar musu daxaman lafiya maidorewa
1312750085793620000,04/10/20 13:43,Kowa yasari kosai yasari damuwa
1312749949654880000,04/10/20 13:42,Mukuma allah karemu daga sharrinta yarabbil alamin
1312734146201090000,04/10/20 12:39,hakan yayi kyau
1312670077066590000,04/10/20 08:25,Mai gaskia ya n'a tare da Allah
1312633479696450000,04/10/20 05:59,Ko hanya daya bamu kama inko hakan abun misali ne yakama ya musulta karancin albashin ma'aikatan dana kasar saudia din
1312627728034730000,04/10/20 05:36,Karyar banza .
1312624945638400000,04/10/20 05:25,Aikin banza kenan
1312619837043200000,04/10/20 05:05,da lafiya da kuma tsaro a Najeriya duk iri aya ne da na Saudiyya to wataila ya zama rashin azanci. Walla
1312619367125910000,04/10/20 05:03,"Idan har kuin Najeriya darajarsu aya da na Saudiyya, sannan mafi arancin albashi a Najeriya aya ne da n"
1312529491713900000,03/10/20 23:06,To Allah yasa dagaskekuke
1312520625357910000,03/10/20 22:31,Ai kuwa miyanan baza tayi zaki b sbd Kayan yin miyar sun fara lalacewa
1312516054296390000,03/10/20 22:13,Yadda zaku cire wani in ya shiga hoton ku ko wani abu ya fito acikin hoton ba tare da background din ya cha
1312514492996100000,03/10/20 22:06,Hakan yayi kyau da fatan zai chire mata kitse awuta
1312508614347680000,03/10/20 21:43,Allah tabvatar dhakan allah karamuku himma da nasara akan duk wani makiri
1312488222300070000,03/10/20 20:22,Allah yasa kwaliya tabiya kudin sabulu
1312487567149790000,03/10/20 20:19,ALLAH SARKI ALLAH MUNTUBA ALLAH
1312482980665810000,03/10/20 20:01,Allah ya saka da Alkhairi B.U.K
1312481114825450000,03/10/20 19:54,"Alhakin bakaken fatar amurka ne da yake zalunta, Allah ya kama shi."
1312474833591050000,03/10/20 19:29,Yadda zaku cire wani in ya shiga hoton ku ko wani abu ya fito acikin hoton ba tare da background din ya cha
1312464398837980000,03/10/20 18:47,Mu gani a video ba muga jet a sama ba Irin maganar baya ce kullum ake fadi..
1312462828289190000,03/10/20 18:41,Yy kyau
1312457641419970000,03/10/20 18:21,Aikin banga next episode
1312454293455210000,03/10/20 18:07,Maiyasa haka?
1312451199606480000,03/10/20 17:55,"ALLAH KA KAMASHI IRIN YADA KA KAMA FIR,AUNA"
1312449996772400000,03/10/20 17:50,Tayaya zamu gane?
1312444470395190000,03/10/20 17:28,Karyar banza mugani a kasa
1312441997756490000,03/10/20 17:18,Hmm aiita corona waazin ALLAH che saboda ya hudawan duniya da mumusulman duniya munbar ALLAH munkama kishiy 2
1312441052033280000,03/10/20 17:15,Mungaji dagafara sa bamuga kahiba achanza lale ko nafahimchi abinda kuke nufi
1312433095103190000,03/10/20 16:43,: Aikin kenan maganar banza da wofi!! Kawai yaudarar talakawa ake wallahi amma har yanzu BH nada mugun karfi wall
1312432906141410000,03/10/20 16:42,Aikin kenan maganar banza da wofi!! Kawai yaudarar talakawa ake wallahi amma har yanzu BH nada mugun karfi wallahi
1312402586859860000,03/10/20 14:42,Ita duniyrnan alamu sunnuna takusan karewa kaji anche Wannan kasar da Wannan babu zaman lafiya ya rabb kasa muchika da imaninmu amin
1312392181043400000,03/10/20 14:00,Masha Allah labari mai dadin ji
1312354101158700000,03/10/20 11:29,Ashe za a ji dadi
1312330200143800000,03/10/20 09:54,(SLM sashen hausa na. Rfi afilinku na tambayata da amsa ) Dan Allah innada tambaya kamar hakka shin komeyas
1312328532840920000,03/10/20 09:47,Him kasafin kudi marasa amfanin talaka
1312309589262710000,03/10/20 08:32,SAURA KAREN FARAUTARSA DAKE NIGERIA.
1312308010929320000,03/10/20 08:26,Ashe su yusuf da zarah da hanan za'ayi harka .
1312287373489830000,03/10/20 07:04,Hakan ya min dadi
1312277926654560000,03/10/20 06:26,To Allah ya kawomana karshen wannan mulki lafiya yabamu shugabanni masu sammu ameen
1312272272418310000,03/10/20 06:04,Bayayiwa talakawa anfani
1312262023913370000,03/10/20 05:23,Gaskiya sabida darajar kudin saudiyya yafi Nakasarmu Ayanzu nesa bakusaba
1312261846695540000,03/10/20 05:22,Ma Sha Allah
1312168303532470000,02/10/20 23:11,Kutam bayeshi nawa ake biyan salaren karamin ma aikachi a asudiya
1312147095176930000,02/10/20 21:47,Na qarya ba mugani aqasa
1312145764248810000,02/10/20 21:41,Allah yasa musamu saukin rayiwa asanadiyar haka
1312138688176870000,02/10/20 21:13,Duk a banza ba
1312135515878030000,02/10/20 21:00,To allah sa talakawa sumumari wannan kasafin kudin
1312124756632590000,02/10/20 20:18,ai dakikine shiyasa
1312123702461440000,02/10/20 20:14,Kudin Nigeria da saudiya ba dayaneba riyel zata ishi mutum wata daya naira zata ishe mutum kwana anan?
1312118744542400000,02/10/20 19:54,Aiki banza wai harara a duhu
1312112450204920000,02/10/20 19:29,Allah yai Mana agaji
1312111837232600000,02/10/20 19:26,Hmmm. Wai meye anfanin wannan kasafin kudi da ake ta damun mutane da maganar sa?
1312106386034110000,02/10/20 19:05,Ikon Allah
1312106373522490000,02/10/20 19:05,"Tab! Wahalar Badi zatafi ta bana kenan, Allah yakawo mana dauki"
1312089291879840000,02/10/20 17:57,dan fulani fah
1311988379748360000,02/10/20 11:16,Haba jama.a akway halin tsufa nuti daya ya kwance
1311985535267860000,02/10/20 11:05,Yana Ruwa
1311983194544250000,02/10/20 10:55,Abunda yake hana cin gaban kasashen Afrika kenan kulum muna hada kai da kasashen da sun fi mu arziki da walwala...
1311980365733660000,02/10/20 10:44,Munafuka
1311974251621230000,02/10/20 10:20,BUHARI BAIMASAN ABUNDA YAKE BA WLH KWATA KWATA BA SHUGABA BANE MAGANA MA ACE GATANAN BAKA SAN YADA ZAKA FAD
1311951279376270000,02/10/20 08:48,Kun dau mulki kun ba Dan secondary
1311949388948950000,02/10/20 08:41,Ai seya dawo ya gaya mana minimum wage din sauran kasashen da kuma na Nigeria. Rashidai adalcin shugaba buhari ya futo fili
1311945421128900000,02/10/20 08:25,Mugutar pah ae idan beyi hk bah becika mugu bah eh allah
1311937905821200000,02/10/20 07:55,janar buhari mugun tsoho
1311916409056830000,02/10/20 06:30,Allah yasa yamutu a huta
1311914060083070000,02/10/20 06:21,MAHAUKACI JAHILI AWANE MIZANI ZAKA AUNA NIGERIA DA SAUDIYA?
1311911683888160000,02/10/20 06:11,Ka manta lkcin kamfen kenan dakace in ansayarwa talakan Nigeria man fetur sama da ancuceshi
1311905058490110000,02/10/20 05:45,toh fa
1311904754772170000,02/10/20 05:44,Allah ya bashi lafiya
1311901630510650000,02/10/20 05:31,Wata Sabuwa
1311813983553360000,01/10/20 23:43,Kanku akeji
1311810446484280000,01/10/20 23:29,"Gaskiya ne, acigaba da bamu fefe"
1311808054321710000,01/10/20 23:19,Allah yakara
1311799846848920000,01/10/20 22:47,Hhha baba buhari nuti daya kwance
1311782081203190000,01/10/20 21:36,Hmm dole yafi haka tunda minimum wage din mu dayane danasu...rubbish
1311768027097190000,01/10/20 20:40,Ya chanchanta
1311734089905590000,01/10/20 18:25,Shi kuma rayuwa kasa da standard din saudiyya rashin miye?
1311730254352970000,01/10/20 18:10,Toh ranka ya dade menene biyan maikata kasa da yanda saudiyya ke biyan maikatanta albashi
1311713109166440000,01/10/20 17:02,Sae yau kasan haka?
1311698939964540000,01/10/20 16:06,Haka ma rashin azanci ne Nigeria ta biya albashin ma'aikata kasa da yadda Saudi Arabia ke biya.
1311661160949670000,01/10/20 13:36,Baya wlh allah lalata duk wani axzalumin kasarnan
1311660903591360000,01/10/20 13:35,To duk irin wannan xaluncin da yan taada sukemana har wai muyi murnan cika shekara dabamu anchinkai alla
1311660125531240000,01/10/20 13:31,"Tirdinka allah wadarenka banda,marar kunya harxakafito kana irin wannar maganar aduniya kafadaman alkawuran"
1311653829293810000,01/10/20 13:06,"Amma saudiyya na biyan kimanin ,126 na wage, shikuma it make sense koh?, Allah ya fiddamu daga 9"
1311652280609980000,01/10/20 13:00,Mutalakan kasarnan mukan inda kudin man saudiya yake tafiya barekai bariha ton ake haka mai a nigeria
1311648287209020000,01/10/20 12:44,Dan saudiya yafi karfin wutar lantarki yafi karfin kidin karatun 'ya'yansa yanada tsaro yanada tituna masuk
1311636799685640000,01/10/20 11:59,Tunda aikin yi kuka samar muna kamar yadda saudiya take samar ma 'ya'yan qasar aikin yi ba
1311618753491350000,01/10/20 10:47,Baba buhari kinan...tuh Allah yasa..ka gyara
1311615814576080000,01/10/20 10:35,Shashanci ne shugaba yai irin wannan furuci
1311614775651170000,01/10/20 10:31,"Toh anma Saudiyya suna biyan sama da ,000 a matsayin mafi karancin albashi. Abun kunyane Nigeria tabiya"
1311606116162430000,01/10/20 09:57,Aslm ai ba wannan ne da muwar yan Nigeria Allah yasauwaka ameen
1311605361560960000,01/10/20 09:54,Sai dai munemi gafarar Allah da taimakonsa da tausayinsa akan sabamasa da mukeyi
1311594580215820000,01/10/20 09:11,Banbanci tsakanin 'yanBokoHaram da kenan. 'Yan Boko Haram suna kashe mutane da sojoji amma sukuma
1311579225980380000,01/10/20 08:10,Allah sadamu da alakiren dake cikinta
1311574256757680000,01/10/20 07:50,"Dama rawani ka fara yi, gaka gwamna gaka Sarki. In ka gama gwamnan Sai ka cigaba da sarauta"
1311566861138630000,01/10/20 07:21,Wallahi bamusan inda aka dosaba
1311547687104330000,01/10/20 06:05,Rami
1311544168758630000,01/10/20 05:51,"In dai a haka za a tafi ba tare da kishin kasa da da kasar a ran mu ba, to an doshi inda baza a bulle ba"
1311541584991840000,01/10/20 05:40,Hanyar da bazata bulleba aka dosa. Anma muna fatan Allah yakawomana shuwagabanni na kwarai dazasu kaimu tud
1311535023514850000,01/10/20 05:14,Wahala aka dosa
1311534575106110000,01/10/20 05:13,Inda aka dosa cin hanci rashawa kashe kashe babu kulawa a harkar asibitoci da makarantu kullun shuwagabanni
1311533976461420000,01/10/20 05:10,Ina taya yan uwana yan Nigeria murnar wanan rana ta samun yancin kai
1311510764910450000,01/10/20 03:38,Allah ya Kara rufama talakan Nigeria asiri duniya da lahira
1311449540357220000,30/09/20 23:35,Dama tunda naji shiru nasan cewa Gwamna baita ra'ayin ko daya daga cikin wadanda aka tura masa ne. Allah ya c0d
1311430157740250000,30/09/20 22:18,Masha allah mungode amma shugabannin data dankamu ahannunsu basuyi koyi da mulkintaba allah jaramana tafiyar mulkin nigeria
1311429518255590000,30/09/20 22:15,Allah baku saa
1311429309748450000,30/09/20 22:14,Kagama shiryeshiryenka da tsare tsarenka allah kam ai shine mai bayarwa ga wanda yaso
1311428655147550000,30/09/20 22:12,To allah sa allah samufi karfinsu
1311427342519200000,30/09/20 22:06,Kimiyar kafirci ko...? Can da su gada.
1311406685546840000,30/09/20 20:44,"To saime mu ai da ita da babu duk daya ba abunda ta dademu dashi , lokacine ayi mugani"
1311404519264320000,30/09/20 20:36,Zaben sarki ko kuma zaben wakilin gwamna?
1311396300169060000,30/09/20 20:03,Ai shi shugaban kasan namu ba mai kimiya ba ne. Mutumin da ko waya bai gama iyawa ba.
1311387895715060000,30/09/20 19:30,Nasan an runa. Allah ya za6a masu na alqairi
1311386621191820000,30/09/20 19:25,Wata sabuwa kenan
1311373692727940000,30/09/20 18:33,"Yan Nigeria kenan, Sai Yanzu kuka gano mahimmancin maganar da baba yayi ko ? Daman baba shi D0"
1311346726997980000,30/09/20 16:46,Ba karancinsu bane rashin daukan ma aikatanne
1311345444929310000,30/09/20 16:41,"Gwamnatin jahar bauchi karkibamu kunya don kina da kokari sosai kinga kuma idon yan adawannan sukaji sunsami,abun fadi"
1311344887477010000,30/09/20 16:39,Duf lallai xasu fiskanci kalubale agaresu don wannan karon janar janar nakasata xasu tsayamana tsayuwar daka
1311344347758160000,30/09/20 16:37,"Nima gasakona ga,iyalensa allah gafarta masa mukuma,intamu ta allah sa,mucika,da,imanai"
1311344043671030000,30/09/20 16:35,"Allah kara,tuna asirin su"
1311343918638830000,30/09/20 16:35,"A yaxamo dole gwamnatin ghana ta maida,hankali akansu"
1311343711503170000,30/09/20 16:34,Mudawannan na uran ma da kudin akabaiwa talakawa suka sayyi abinci da kudin ma
1311315362034660000,30/09/20 14:42,Kugaya mishi kofi Africa ma yakasa kawoshi saina duniya bayasodai taliyarsa takare A najeriya shiyasa yafad
1311292843307210000,30/09/20 13:12,Daman sun san karyar banza ce. Ace ba naurar da suka taba kirkira sai ta Corona ?
1311263688989510000,30/09/20 11:16,"Macha Allah. Allah ya kara Bassira, Can da man masana sun ce anfi samun mafi ta a matsala massaman a yayi"
1311260579684900000,30/09/20 11:04,Allah ya mana maganin wannan cuta
1311256017313860000,30/09/20 10:46,A kafa zamu ko da mota?
1311251853963910000,30/09/20 10:29,Dagaske
1311238783677930000,30/09/20 09:37,Haba coach karka bada mu
1311236879782760000,30/09/20 09:30,Kasashen Duniya
1311226764845350000,30/09/20 08:49,Bature ma ya iya yaudara
1311217249529800000,30/09/20 08:12,Allah shikara Kuma Allaj yabasu nasara akansa
1311212048198580000,30/09/20 07:51,"gara haka, suma su ji abunda muke ji."
1311198035951660000,30/09/20 06:55,Allah natare dashi mugu bai tasiri akansa
1311192441119280000,30/09/20 06:33,"UHmmmmm! Mu dai fatanmu a wannan kasa, Allah ya karbi rayukanmu muna musulmai masu eemani, don gaskiya ab"
1311108264394920000,30/09/20 00:59,Abun yafara zama shirme pa
1311095534870990000,30/09/20 00:08,Hhhhhhh aikin banza yafada kuka yi amfani da hakan wajan batashi ga talakawan arewa marasa ilimi waj
1311079435811130000,29/09/20 23:04,A sayar mana dame talaka ya amfana
1311066048825820000,29/09/20 22:11,Allah yasa hakan yaxamto alkhairi agaremu
1311065946874880000,29/09/20 22:10,Hmmmmmmm To Allah ya kyauta Kuma ya Tabbatar mana da Alkhairi
1311063635729560000,29/09/20 22:01,Hakan yana da kyau
1311053491876530000,29/09/20 21:21,Tab! ayi dai maugani
1311047761433850000,29/09/20 20:58,Hmmm ko
1311042033604330000,29/09/20 20:35,Allah yakara kare mai gaskiya
1311033126852890000,29/09/20 20:00,"Kun hada kansu dai, kuka kulla musu yarjejeniya. Ai ba komai. Ko ana zaune kafiyama dole za a mutu. Ni dama C"
1311017362498500000,29/09/20 18:57,Da fata alheri RFI Hausa.
1311016823974960000,29/09/20 18:55,Kai lalle Atiku kacika an jari hujja
1310991487761440000,29/09/20 17:15,Yasayar mana saime
1310981883719710000,29/09/20 16:36,"A'a, yakuma haka, wannan ai ajandar maigidace ( Atiku Abubakar)"
1310976387264710000,29/09/20 16:15,Toh ko ita fa amma dai gsky akwai kalubale kam dga jihar gombe muke bedanku
1310969887133700000,29/09/20 15:49,Haka kau
1310969181362320000,29/09/20 15:46,To fa wata sabuwa allah ya kwuta
1310966555824590000,29/09/20 15:35,Zan siya
1310963832102230000,29/09/20 15:25,Allah dai ya isar muna
1310962636226470000,29/09/20 15:20,"Hmm.. Nigeria, duk kansu barayayine"
1310960945712290000,29/09/20 15:13,Yaran ko fan yake padawa amma
1310942815560640000,29/09/20 14:01,Allah ya kiyaye
1310937234040930000,29/09/20 13:39,Allah yasa alherine
1310936493175820000,29/09/20 13:36,Allah ya kyauta.
1310926772154890000,29/09/20 12:57,torrr tasayar mana dama wani amfani gareta
1310925920245560000,29/09/20 12:54,Zancen banza ai bakinsu daya
1310924582086470000,29/09/20 12:49,Alhmdullhi masha allah hakkinmu yafito
1310921857877590000,29/09/20 12:38,"Dadin bature ke nan , akwai fadin gaskiya. To yan Arsenal kunji uban gidanku me yace. Kowa ya tuba dan wuya"
1310919365458630000,29/09/20 12:28,Tofah allah yakawo mana sauki
1310918495635480000,29/09/20 12:24,Su daina yaudararmu. Allah ka saka mana duk wadanda suka ci amanarmu
1310910813641870000,29/09/20 11:54,Sai ta dawo
1310908933922590000,29/09/20 11:47,"Daman mun san basuda kwarewa ta jagoranci amma jama'a suka ki amincewa da zancen mu,shin me yahanasu sanar"
1310897528880140000,29/09/20 11:01,Gskyn tsoho aekinka nakyau we sport % up up ja
1310890763786610000,29/09/20 10:34,Wannan air kwekweyan moulin wanina
1310884946597350000,29/09/20 10:11,Nawa akai farashi rfi
1310876028240380000,29/09/20 09:36,Asiyar mana har damu gaba daya. Ai duniya rawar yan matace. Matsalar mai Certificate din secondary ya ke mu
1310871794518110000,29/09/20 09:19,Saura talakawan nigeria
1310871249434870000,29/09/20 09:17,"Maganar knn kullum, Allah dai ya shirya"
